YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR,ENROLL,TOTAL_REVENUE,INSTRUCTION_EXPENDITURE,TOTAL_REV_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT
2013,Arkansas,261.9644908,Reading,8,477716.0,5067546,2545564,10607.86,5328.61
2013,California,233.65446459999998,Mathematics,4,6208733.0,68868516,34194878,11092.2,5507.55
2013,California,275.90135069999997,Mathematics,8,6208733.0,68868516,34194878,11092.2,5507.55
2013,California,212.5459679,Reading,4,6208733.0,68868516,34194878,11092.2,5507.55
2013,California,261.5024557,Reading,8,6208733.0,68868516,34194878,11092.2,5507.55
2013,Colorado,246.975708,Mathematics,4,851063.0,8826868,4292898,10371.58,5044.16
2013,Colorado,289.68180010000003,Mathematics,8,851063.0,8826868,4292898,10371.58,5044.16
2013,Colorado,226.6632196,Reading,4,851063.0,8826868,4292898,10371.58,5044.16
2013,Colorado,271.0090869,Reading,8,851063.0,8826868,4292898,10371.58,5044.16
2013,Connecticut,243.4402974,Mathematics,4,517812.0,10319361,5562212,19928.78,10741.76
2013,Connecticut,285.2439723,Mathematics,8,517812.0,10319361,5562212,19928.78,10741.76
2013,Connecticut,229.5815994,Reading,4,517812.0,10319361,5562212,19928.78,10741.76
2013,Connecticut,274.4595425,Reading,8,517812.0,10319361,5562212,19928.78,10741.76
2013,Delaware,243.1077582,Mathematics,4,118685.0,1930466,1030897,16265.46,8685.99
2013,Delaware,282.33829860000003,Mathematics,8,118685.0,1930466,1030897,16265.46,8685.99
2013,Delaware,225.7716512,Reading,4,118685.0,1930466,1030897,16265.46,8685.99
2013,Delaware,265.9849815,Reading,8,118685.0,1930466,1030897,16265.46,8685.99
2013,District of Columbia,228.5672539,Mathematics,4,44179.0,1300036,559940,29426.56,12674.35
2013,District of Columbia,265.2593657,Mathematics,8,44179.0,1300036,559940,29426.56,12674.35
2013,District of Columbia,205.6139369,Reading,4,44179.0,1300036,559940,29426.56,12674.35
2013,District of Columbia,247.7391537,Reading,8,44179.0,1300036,559940,29426.56,12674.35
2013,Florida,241.67580959999998,Mathematics,4,2680074.0,24681548,13833236,9209.28,5161.51
2013,Florida,280.8558396,Mathematics,8,2680074.0,24681548,13833236,9209.28,5161.51
2013,Florida,227.4631766,Reading,4,2680074.0,24681548,13833236,9209.28,5161.51
2013,Florida,265.8282971,Reading,8,2680074.0,24681548,13833236,9209.28,5161.51
2013,Georgia,240.0472366,Mathematics,4,1682620.0,17459504,9555687,10376.38,5679.05
2013,Georgia,279.17911089999996,Mathematics,8,1682620.0,17459504,9555687,10376.38,5679.05
2013,Georgia,221.8367125,Reading,4,1682620.0,17459504,9555687,10376.38,5679.05
2013,Georgia,264.61571349999997,Reading,8,1682620.0,17459504,9555687,10376.38,5679.05
2013,Hawaii,243.30861890000003,Mathematics,4,184760.0,2331770,1283872,12620.53,6948.86
2013,Hawaii,281.41292230000005,Mathematics,8,184760.0,2331770,1283872,12620.53,6948.86
2013,Hawaii,214.84387990000002,Reading,4,184760.0,2331770,1283872,12620.53,6948.86
2013,Hawaii,259.96056949999996,Reading,8,184760.0,2331770,1283872,12620.53,6948.86
2013,Idaho,240.72201980000003,Mathematics,4,272070.0,2015534,1113400,7408.14,4092.33
2013,Idaho,286.4138816,Mathematics,8,272070.0,2015534,1113400,7408.14,4092.33
2013,Idaho,219.30298599999998,Reading,4,272070.0,2015534,1113400,7408.14,4092.33
2013,Idaho,270.22416860000004,Reading,8,272070.0,2015534,1113400,7408.14,4092.33
2013,Illinois,239.000204,Mathematics,4,2069823.0,30057886,15285224,14521.96,7384.8
2013,Illinois,284.8976472,Mathematics,8,2069823.0,30057886,15285224,14521.96,7384.8
2013,Illinois,218.54018390000002,Reading,4,2069823.0,30057886,15285224,14521.96,7384.8
2013,Illinois,266.898721,Reading,8,2069823.0,30057886,15285224,14521.96,7384.8
2013,Indiana,248.5967774,Mathematics,4,1002772.0,12236713,5535933,12202.89,5520.63
2013,Indiana,287.7676538,Mathematics,8,1002772.0,12236713,5535933,12202.89,5520.63
2013,Indiana,225.33234080000003,Reading,4,1002772.0,12236713,5535933,12202.89,5520.63
2013,Indiana,267.2729747,Reading,8,1002772.0,12236713,5535933,12202.89,5520.63
2013,Iowa,245.7935055,Mathematics,4,499489.0,6281345,3174989,12575.54,6356.47
2013,Iowa,285.0701378,Mathematics,8,499489.0,6281345,3174989,12575.54,6356.47
2013,Iowa,223.8158046,Reading,4,499489.0,6281345,3174989,12575.54,6356.47
2013,Iowa,269.0034496,Reading,8,499489.0,6281345,3174989,12575.54,6356.47
2013,Kansas,246.1857019,Mathematics,4,488590.0,5667223,2969201,11599.14,6077.08
2013,Kansas,289.51825610000003,Mathematics,8,488590.0,5667223,2969201,11599.14,6077.08
2013,Kansas,223.3863688,Reading,4,488590.0,5667223,2969201,11599.14,6077.08
2013,Kansas,266.8875236,Reading,8,488590.0,5667223,2969201,11599.14,6077.08
2013,Kentucky,241.46992680000002,Mathematics,4,685009.0,7216175,3663594,10534.42,5348.24
2013,Kentucky,280.6454425,Mathematics,8,685009.0,7216175,3663594,10534.42,5348.24
2013,Kentucky,224.4275405,Reading,4,685009.0,7216175,3663594,10534.42,5348.24
2013,Kentucky,269.6164717,Reading,8,685009.0,7216175,3663594,10534.42,5348.24
2013,Louisiana,231.36630860000002,Mathematics,4,671156.0,8121179,3963343,12100.29,5905.25
2013,Louisiana,272.7609665,Mathematics,8,671156.0,8121179,3963343,12100.29,5905.25
2013,Louisiana,210.45496319999998,Reading,4,671156.0,8121179,3963343,12100.29,5905.25
2013,Louisiana,257.35124269999994,Reading,8,671156.0,8121179,3963343,12100.29,5905.25
2013,Maine,245.84700180000002,Mathematics,4,184682.0,2650346,1351259,14350.86,7316.68
2013,Maine,288.73115970000003,Mathematics,8,184682.0,2650346,1351259,14350.86,7316.68
2013,Maine,224.833289,Reading,4,184682.0,2650346,1351259,14350.86,7316.68
2013,Maine,269.193764,Reading,8,184682.0,2650346,1351259,14350.86,7316.68
2013,Maryland,245.1693795,Mathematics,4,859252.0,13814727,7303090,16077.62,8499.36
2013,Maryland,286.64138110000005,Mathematics,8,859252.0,13814727,7303090,16077.62,8499.36
2013,Maryland,232.05597310000002,Reading,4,859252.0,13814727,7303090,16077.62,8499.36
2013,Maryland,273.80190310000006,Reading,8,859252.0,13814727,7303090,16077.62,8499.36
2013,Massachusetts,253.03378519999998,Mathematics,4,920968.0,16114783,9097982,17497.66,9878.72
2013,Massachusetts,300.568235,Mathematics,8,920968.0,16114783,9097982,17497.66,9878.72
2013,Massachusetts,232.373156,Reading,4,920968.0,16114783,9097982,17497.66,9878.72
2013,Massachusetts,277.0095591,Reading,8,920968.0,16114783,9097982,17497.66,9878.72
2013,Michigan,236.8197784,Mathematics,4,1381167.0,18270327,8885537,13228.18,6433.35
2013,Michigan,280.13359710000003,Mathematics,8,1381167.0,18270327,8885537,13228.18,6433.35
2013,Michigan,217.36516769999997,Reading,4,1381167.0,18270327,8885537,13228.18,6433.35
2013,Michigan,265.9429631,Reading,8,1381167.0,18270327,8885537,13228.18,6433.35
