YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR,ENROLL,TOTAL_REVENUE,INSTRUCTION_EXPENDITURE,TOTAL_REV_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT
2005,Tennessee,270.5245768,Mathematics,8,940769.0,6806262,4120045,7234.79,4379.44
2005,Texas,281.102845,Mathematics,8,4334611.0,37783715,18950703,8716.75,4371.95
2005,Utah,279.1561234,Mathematics,8,488055.0,3181279,1632553,6518.28,3345.02
2005,Vermont,287.3564876,Mathematics,8,92819.0,1628681,739981,17546.85,7972.3
2005,Virginia,284.3716282,Mathematics,8,1203697.0,12182657,6565022,10121.03,5454.05
2005,Washington,285.0522297,Mathematics,8,1019925.0,9141383,4629347,8962.8,4538.91
2005,West Virginia,269.0994928,Mathematics,8,279456.0,2701056,1524187,9665.41,5454.12
2005,Wisconsin,284.5415566,Mathematics,8,869301.0,9584108,5128207,11025.07,5899.23
2005,Wyoming,282.1006096,Mathematics,8,84146.0,1132160,510498,13454.71,6066.81
2003,Alabama,261.9390222,Mathematics,8,727900.0,5196054,2817111,7138.42,3870.19
2003,Alaska,279.0250699,Mathematics,8,133303.0,1425948,763525,10697.04,5727.74
2003,Arizona,271.1773505,Mathematics,8,875111.0,6529894,2810907,7461.79,3212.06
2003,Arkansas,265.7715893,Mathematics,8,450158.0,3241275,1768713,7200.31,3929.09
2003,California,267.0495006,Mathematics,8,6226552.0,59815855,29561563,9606.58,4747.66
2003,Colorado,283.3998585,Mathematics,8,751049.0,6297242,3168745,8384.6,4219.09
2003,Connecticut,283.7298112,Mathematics,8,548466.0,6959891,3721466,12689.74,6785.23
2003,Delaware,277.1583689,Mathematics,8,111282.0,1242436,673997,11164.75,6056.66
2003,District of Columbia,243.0596382,Mathematics,8,67522.0,1114061,473414,16499.23,7011.26
2003,Florida,271.3714902,Mathematics,8,2536699.0,19549835,9622598,7706.8,3793.35
2003,Georgia,269.6770092,Mathematics,8,1495819.0,13524807,7352918,9041.74,4915.65
2003,Hawaii,265.728581,Mathematics,8,183829.0,2078877,888473,11308.75,4833.15
2003,Idaho,279.9392668,Mathematics,8,248515.0,1685984,924434,6784.23,3719.83
2003,Illinois,277.160081,Mathematics,8,2062664.0,19627346,10409933,9515.53,5046.84
2003,Indiana,281.2209398,Mathematics,8,999713.0,8246076,4785880,8248.44,4787.25
2003,Iowa,283.9533447,Mathematics,8,482210.0,4374803,2157225,9072.4,4473.62
2003,Kansas,284.1910881,Mathematics,8,470264.0,4068800,2068389,8652.16,4398.36
2003,Kentucky,274.2784722,Mathematics,8,660782.0,4872025,2688476,7373.12,4068.63
2003,Louisiana,266.3283593,Mathematics,8,723252.0,5478321,3009591,7574.57,4161.19
2003,Maine,281.9037733,Mathematics,8,203848.0,2162605,1255095,10608.91,6157.01
2003,Maryland,277.7161125,Mathematics,8,866743.0,8700979,4738579,10038.71,5467.11
2003,Massachusetts,286.5206945,Mathematics,8,967200.0,11591832,6521028,11984.94,6742.17
2003,Michigan,276.4418616,Mathematics,8,1764327.0,18488359,8725075,10478.99,4945.27
2003,Minnesota,290.680056,Mathematics,8,825674.0,8484497,4318736,10275.84,5230.56
2003,Mississippi,260.9119336,Mathematics,8,491623.0,3260771,1702193,6632.67,3462.39
2003,Missouri,278.7662503,Mathematics,8,921625.0,7622601,4087984,8270.83,4435.63
2003,Montana,285.9280226,Mathematics,8,149801.0,1205602,687104,8048.02,4586.78
2003,Nebraska,282.193756,Mathematics,8,283934.0,2600831,1414919,9159.98,4983.27
2003,Nevada,268.0431377,Mathematics,8,369498.0,2778564,1406660,7519.84,3806.95
2003,New Hampshire,286.1984687,Mathematics,8,203702.0,2028602,1119824,9958.67,5497.36
2003,New Jersey,281.4071199,Mathematics,8,1350330.0,19785039,10169992,14652.0,7531.49
2003,New Mexico,263.2729067,Mathematics,8,320264.0,2626262,1239571,8200.3,3870.47
2003,New York,279.749257,Mathematics,8,2879228.0,38033080,24786376,13209.47,8608.69
2003,North Carolina,281.2403506,Mathematics,8,1314632.0,9907235,5517870,7536.13,4197.27
2003,North Dakota,287.1446405,Mathematics,8,103785.0,882913,448720,8507.13,4323.55
2003,Ohio,281.6072954,Mathematics,8,1803966.0,18018740,8958790,9988.4,4966.16
2003,Oklahoma,271.9051513,Mathematics,8,624202.0,4426835,2158574,7091.99,3458.13
2003,Oregon,280.8924709,Mathematics,8,552135.0,4592019,2458415,8316.84,4452.56
2003,Pennsylvania,278.5377581,Mathematics,8,1757066.0,19811545,10151195,11275.36,5777.36
2003,Rhode Island,271.9986944,Mathematics,8,157286.0,1728055,971700,10986.71,6177.92
2003,South Carolina,277.3004496,Mathematics,8,691736.0,5709707,2888468,8254.17,4175.68
2003,South Dakota,284.8817364,Mathematics,8,127632.0,965778,499480,7566.9,3913.44
2003,Tennessee,268.1757286,Mathematics,8,905050.0,5994756,3621601,6623.67,4001.55
2003,Texas,277.052649,Mathematics,8,4201914.0,35143236,18009879,8363.63,4286.11
2003,Utah,280.6453697,Mathematics,8,483066.0,2875622,1508566,5952.86,3122.9
2003,Vermont,285.6455722,Mathematics,8,94901.0,1451171,662999,15291.42,6986.22
2003,Virginia,281.6766434,Mathematics,8,1175458.0,10504167,5661291,8936.23,4816.24
2003,Washington,281.1513644,Mathematics,8,1014577.0,8565636,4332487,8442.57,4270.24
2003,West Virginia,270.7703534,Mathematics,8,281591.0,2497707,1420396,8869.98,5044.18
2003,Wisconsin,283.9158657,Mathematics,8,875390.0,8931497,4844788,10202.88,5534.43
2003,Wyoming,283.5033499,Mathematics,8,85966.0,962240,473447,11193.26,5507.38
2000,Alabama,262.1582055,Mathematics,8,730184.0,4885917,2551713,6691.35,3494.62
2000,Arizona,270.7154059,Mathematics,8,814807.0,5479168,2488932,6724.5,3054.63
2000,Arkansas,261.3637127,Mathematics,8,450751.0,2844855,1531232,6311.37,3397.07
2000,California,262.1710266,Mathematics,8,5941946.0,46628207,23514388,7847.3,3957.35
2000,Connecticut,281.9024856,Mathematics,8,530363.0,5884078,3189123,11094.44,6013.09
2000,District of Columbia,234.4287981,Mathematics,8,70762.0,881423,318260,12456.16,4497.61
2000,Georgia,266.3320473,Mathematics,8,1422941.0,11197766,5701293,7869.45,4006.7
2000,Hawaii,262.7725605,Mathematics,8,185860.0,1404895,765134,7558.89,4116.72
2000,Idaho,277.9179135,Mathematics,8,245226.0,1452222,798629,5921.97,3256.71
2000,Illinois,276.909459,Mathematics,8,2003839.0,17595047,8738312,8780.67,4360.79
2000,Indiana,283.0512293,Mathematics,8,987214.0,8489991,4143020,8599.95,4196.68
2000,Kansas,283.6796191,Mathematics,8,469377.0,3518271,1661540,7495.62,3539.88
2000,Kentucky,271.5615114,Mathematics,8,646467.0,4330089,2345581,6698.08,3628.31
2000,Louisiana,258.9820018,Mathematics,8,750755.0,4785331,2601684,6374.02,3465.42
2000,Maine,283.6417036,Mathematics,8,209012.0,1792390,1053067,8575.54,5038.31
2000,Maryland,276.0143601,Mathematics,8,846582.0,7419047,3874590,8763.53,4576.75
2000,Massachusetts,283.1232456,Mathematics,8,958907.0,9464271,5624037,9869.85,5865.05
2000,Michigan,278.4526667,Mathematics,8,1700074.0,15939477,7709336,9375.75,4534.71
2000,Minnesota,287.6519422,Mathematics,8,839839.0,7344747,3825732,8745.42,4555.32
2000,Mississippi,254.0339003,Mathematics,8,499362.0,2743284,1524728,5493.58,3053.35
2000,Missouri,273.5757804,Mathematics,8,913517.0,6675260,3459281,7307.21,3786.77
2000,Montana,286.584607,Mathematics,8,157381.0,1104935,613132,7020.76,3895.85
2000,Nebraska,280.6180687,Mathematics,8,287566.0,2263952,1188826,7872.81,4134.1
2000,Nevada,268.1815991,Mathematics,8,325610.0,2252416,1114489,6917.53,3422.77
2000,New Mexico,259.844673,Mathematics,8,324489.0,2191695,1048533,6754.3,3231.34
2000,New York,276.2628588,Mathematics,8,2861478.0,31906526,19856637,11150.37,6939.29
2000,North Carolina,280.1279472,Mathematics,8,1261586.0,9064700,4854623,7185.16,3848.03
2000,North Dakota,283.0738441,Mathematics,8,112349.0,812982,402602,7236.22,3583.49
2000,Ohio,282.6727535,Mathematics,8,1822566.0,15327834,7497388,8410.03,4113.64
2000,Oklahoma,271.6457939,Mathematics,8,627032.0,3906833,1928222,6230.68,3075.16
2000,Oregon,280.6402228,Mathematics,8,542739.0,4369400,2288931,8050.65,4217.37
2000,Rhode Island,273.4257851,Mathematics,8,155351.0,1464820,845667,9429.1,5443.59
2000,South Carolina,266.3536995,Mathematics,8,666780.0,4690418,2426139,7034.43,3638.59
2000,Tennessee,263.4365997,Mathematics,8,907222.0,5338531,3166208,5884.48,3490.0
2000,Texas,274.8460159,Mathematics,8,3965971.0,28918934,15018072,7291.77,3786.73
2000,Utah,275.4367099,Mathematics,8,477835.0,2546642,1355794,5329.54,2837.37
2000,Vermont,283.4083814,Mathematics,8,99609.0,1211370,555740,12161.25,5579.21
2000,Virginia,276.6749915,Mathematics,8,1132673.0,8911426,4823780,7867.61,4258.76
2000,West Virginia,270.7800763,Mathematics,8,290982.0,2243151,1271988,7708.9,4371.36
2000,Wyoming,276.6899803,Mathematics,8,91883.0,787323,417424,8568.76,4542.99
1996,Alabama,256.5948632,Mathematics,8,735912.0,3365113,1987018,4572.71,2700.08
1996,Alaska,277.6430714,Mathematics,8,126189.0,1120346,636959,8878.32,5047.66
1996,Arizona,267.8748343,Mathematics,8,764681.0,4143304,1860007,5418.34,2432.4
1996,Arkansas,261.6527453,Mathematics,8,452907.0,2183384,1264275,4820.82,2791.47
1996,California,262.7724784,Mathematics,8,5460484.0,31282981,16880730,5728.98,3091.43
1996,Colorado,275.6082142,Mathematics,8,655679.0,3891203,2052264,5934.62,3129.98
1996,Connecticut,279.5912449,Mathematics,8,499815.0,4686025,2701637,9375.52,5405.27
1996,Delaware,266.7336733,Mathematics,8,108461.0,860410,447461,7932.9,4125.55
1996,District of Columbia,232.8315095,Mathematics,8,79802.0,678874,334893,8506.98,4196.55
1996,Florida,263.6393936,Mathematics,8,2175352.0,13684457,6380643,6290.69,2933.15
1996,Georgia,262.4660209,Mathematics,8,1311126.0,7764687,4118122,5922.15,3140.9
1996,Hawaii,262.1300817,Mathematics,8,187104.0,1199019,671105,6408.3,3586.8
1996,Indiana,275.5290368,Mathematics,8,975455.0,6422662,3293900,6584.27,3376.78
1996,Iowa,283.9863686,Mathematics,8,502343.0,3258040,1679091,6485.69,3342.52
1996,Kentucky,266.591684,Mathematics,8,639531.0,3622788,1970377,5664.76,3080.97
1996,Louisiana,252.3803947,Mathematics,8,796087.0,3879633,2078321,4873.38,2610.67
1996,Maine,284.0598574,Mathematics,8,213601.0,1485138,857253,6952.86,4013.34
1996,Maryland,269.6814314,Mathematics,8,805544.0,5688918,3197895,7062.21,3969.86
1996,Massachusetts,277.565642,Mathematics,8,912330.0,7129757,4171772,7814.89,4572.66
1996,Michigan,276.8660782,Mathematics,8,1631131.0,13012080,6452165,7977.34,3955.64
1996,Minnesota,284.0489446,Mathematics,8,827418.0,6101416,3204906,7374.04,3873.38
1996,Mississippi,250.2154891,Mathematics,8,503602.0,2241561,1238512,4451.06,2459.31
1996,Missouri,273.2848872,Mathematics,8,873867.0,5251014,2745318,6008.94,3141.57
1996,Montana,283.00387,Mathematics,8,165390.0,944623,538091,5711.49,3253.47
1996,Nebraska,282.7696069,Mathematics,8,289251.0,1909834,1067391,6602.69,3690.19
1996,New Mexico,261.9703667,Mathematics,8,329661.0,1750519,798365,5310.06,2421.78
1996,New York,270.231486,Mathematics,8,2788343.0,26026366,15973623,9333.99,5728.72
1996,North Carolina,267.8345603,Mathematics,8,1181600.0,6516400,3527936,5514.9,2985.73
1996,North Dakota,284.222268,Mathematics,8,119102.0,655971,338326,5507.64,2840.64
1996,Oregon,276.3415132,Mathematics,8,527769.0,3375710,1879638,6396.19,3561.48
1996,Rhode Island,268.8773081,Mathematics,8,148977.0,1135192,699778,7619.91,4697.22
1996,South Carolina,260.7754476,Mathematics,8,635678.0,3594408,1820849,5654.45,2864.42
1996,Tennessee,263.118935,Mathematics,8,881749.0,4123018,2363545,4675.95,2680.52
1996,Texas,270.1995776,Mathematics,8,3740260.0,22241369,11427564,5946.48,3055.29
1996,Utah,276.7731058,Mathematics,8,474907.0,2035726,1132806,4286.58,2385.32
1996,Vermont,279.253243,Mathematics,8,101064.0,965238,424562,9550.76,4200.92
1996,Virginia,269.7544047,Mathematics,8,1079854.0,6674519,3601237,6180.95,3334.93
1996,Washington,276.1171196,Mathematics,8,956572.0,6354593,3222598,6643.09,3368.9
1996,West Virginia,264.8652054,Mathematics,8,306451.0,1958647,1131846,6391.39,3693.4
1996,Wisconsin,282.8487417,Mathematics,8,869930.0,6342623,3567663,7290.96,4101.09
1996,Wyoming,274.778947,Mathematics,8,99859.0,664057,360100,6649.95,3606.08
